database,pathway,genes
PID,PID_GLYPICAN_1PATHWAY,"['BLK', 'SRC', 'TGFB3', 'NRG1', 'FGR', 'FGF2', 'PLA2G2A', 'HCK', 'TGFB2', 'VEGFA', 'TGFBR1', 'YES1', 'FGFR1', 'TGFB1', 'LYN', 'LAMA1', 'APP', 'TGFBR2', 'LCK', 'SMAD2', 'SLIT2', 'FYN', 'SERPINC1', 'GPC1', 'TDGF1', 'PRNP', 'FLT1']"
PID,PID_TCR_PATHWAY,"['SHC1', 'RASGRP1', 'AKT1', 'CD3D', 'HRAS', 'IKBKB', 'PRKCA', 'CD86', 'RASGRP2', 'SH3BP2', 'TRAF6', 'IKBKG', 'ZAP70', 'PTPN6', 'NRAS', 'CBL', 'ORAI1', 'WAS', 'FYN', 'PRKCB', 'CD3E', 'NCK1', 'CHUK', 'PAG1', 'CSK', 'FLNA', 'BCL10', 'SLA2', 'HLA-DRA', 'GAB2', 'PLCG1', 'RAP1A', 'KRAS', 'LCK', 'RASSF5', 'LCP2', 'GRB2', 'CD80', 'GRAP2', 'MAP3K14', 'CD3G', 'PTPRC', 'LAT', 'PRKCQ', 'PTPN11', 'CD28', 'FYB1', 'CD4', 'STK39', 'PTEN', 'ITK', 'CARD11', 'MAP3K8', 'PRKCE', 'MAP4K1', 'VAV1', 'TRPV6', 'CDC42', 'DBNL', 'PDPK1', 'CD247', 'SOS1', 'MALT1', 'STIM1']"
PID,PID_IL27_PATHWAY,"['IL12RB2', 'EBI3', 'IL1B', 'IL12B', 'STAT1', 'STAT4', 'STAT3', 'GATA3', 'TYK2', 'STAT5A', 'TBX21', 'IL6', 'TNF', 'IL2', 'TGFB1', 'JAK1', 'IL12A', 'IL27RA', 'IFNG', 'IL17A', 'JAK2', 'IL12RB1', 'IL27', 'STAT2', 'IL18', 'IL6ST']"
PID,PID_NFKAPPAB_CANONICAL_PATHWAY,"['CYLD', 'UBE2D3', 'TNFAIP3', 'NFKBIA', 'XPO1', 'MALT1', 'BIRC2', 'TRAF6', 'NOD2', 'PRKCA', 'RELA', 'RAN', 'TNF', 'IKBKG', 'NFKB1', 'SSPOP', 'IKBKB', 'RIPK2', 'BCL10', 'CHUK', 'ATM', 'ERC1', 'TNFRSF1A']"
PID,PID_E2F_PATHWAY,"['E2F1', 'RBBP4', 'ATM', 'CEBPA', 'CBX5', 'CREBBP', 'YY1', 'MYC', 'POLA1', 'E2F7', 'HIC1', 'RYBP', 'RRM2', 'KAT2B', 'UXT', 'RB1', 'CDK2', 'WASF1', 'HDAC1', 'MCL1', 'CDC6', 'E2F5', 'RBL1', 'CES5A', 'CDK1', 'PLAU', 'EP300', 'KAT2A', 'HBP1', 'SULT2A1', 'E2F2', 'RBL2', 'CES1', 'CCNE1', 'MYBL2', 'CES3', 'TOPBP1', 'SMARCA2', 'E2F3', 'CES4A', 'CES2', 'TRIM28', 'CDC25A', 'E2F6', 'CCND3', 'CDKN1A', 'RANBP1', 'BRCA1', 'TP73', 'XRCC1', 'SERPINE1', 'RRM1', 'CDKN2C', 'ORC1', 'CDKN1B', 'CCNE2', 'TFDP2', 'DHFR', 'TK1', 'APAF1', 'CCNA2', 'CASP7', 'SP1', 'SIRT1', 'TRRAP', 'PRMT5', 'TFE3', 'CDKN2A', 'TYMS', 'MCM3', 'RBBP8', 'E2F4', 'TFDP1']"
PID,PID_ER_NONGENOMIC_PATHWAY,"['NOS3', 'ROCK2', 'GNB1', 'GNAQ', 'GNA13', 'ESR1', 'NRAS', 'ESR2', 'BCAR1', 'SRC', 'AKT1', 'GRB2', 'KRAS', 'GNAL', 'GNG2', 'GNA11', 'PELP1', 'GNAI3', 'GNA15', 'MAPK11', 'SOS1', 'STRN', 'IGF1R', 'HBEGF', 'RHOA', 'MMP2', 'PLCB2', 'PIK3CA', 'PIK3R1', 'MMP9', 'GNA14', 'GNAO1', 'GNAI2', 'GNAZ', 'SHC1', 'PLCB3', 'PLCB1', 'MSN', 'GNAI1', 'HRAS']"
PID,PID_HIF2PATHWAY,"['SIRT1', 'CREBBP', 'EGLN2', 'FXN', 'EIF3E', 'SERPINE1', 'CITED2', 'EGLN1', 'SP1', 'KDR', 'SLC11A2', 'EP300', 'POU5F1', 'EPAS1', 'PGK1', 'VEGFA', 'EFNA1', 'ELK1', 'ELOB', 'TWIST1', 'ABCG2', 'EPO', 'BHLHE40', 'APEX1', 'SLC2A1', 'EGLN3', 'MMP14', 'FLT1', 'ETS1', 'HIF1AN', 'ELOC', 'ARNT', 'VHL', 'ADORA2A']"
PID,PID_CD40_PATHWAY,"['TRAF3', 'JAK3', 'RELA', 'MAP3K1', 'FCAMR', 'CD40LG', 'STAT5A', 'TRAF1', 'MAPK14', 'JUN', 'BIRC3', 'MAPK9', 'MAPK11', 'IL4', 'CD40', 'MAPK10', 'MYC', 'AKT1', 'MAPK8', 'NFKB1', 'C4BPA', 'BCL2L1', 'TRAF2', 'NFKBIA', 'TDP2', 'CBLB', 'TNFAIP3', 'TRAF6', 'MAP3K14', 'BIRC2', 'MAP2K4']"
PID,PID_ATR_PATHWAY,"['HUS1', 'SSPOP', 'CDC25C', 'FBXW11', 'MCM7', 'PPP2R1A', 'RPA2', 'CLSPN', 'CDC6', 'ATRIP', 'RAD17', 'FANCD2', 'RFC5', 'MCM2', 'MDM2', 'YWHAZ', 'SMARCAL1', 'RAD9A', 'CDC25A', 'RPA1', 'TIMELESS', 'PLK1', 'RFC3', 'YWHAB', 'TOPBP1', 'NBN', 'PPP2R2B', 'CDK2', 'RAD51', 'ATR', 'RAD1', 'RFC4', 'BRCA2', 'CHEK1', 'CCNA2', 'PPP2CA', 'TIPIN', 'RFC2', 'CEP164']"
PID,PID_MET_PATHWAY,"['CDH1', 'NCK1', 'HRAS', 'MAPK1', 'RANBP9', 'MAP2K1', 'CBL', 'PAK4', 'PLCG1', 'PTPN1', 'MUC20', 'RANBP10', 'PAK2', 'GRB2', 'MAP3K1', 'PDPK1', 'DEPTOR', 'MAP2K4', 'EGR1', 'PIK3R1', 'ARHGEF4', 'PRKCI', 'EPS15', 'PAK1', 'PTPN11', 'RAB5A', 'CRK', 'CDC42', 'RHOA', 'BAD', 'MLST8', 'JUN', 'NUMB', 'MTOR', 'HGF', 'SHC1', 'AKT2', 'AKT1', 'PTK2', 'KPNB1', 'SRC', 'EIF4E', 'NCK2', 'INPPL1', 'MAPK3', 'ARF6', 'SH3GL2', 'RAPGEF1', 'CTNNB1', 'MAPK8', 'CRKL', 'MAP2K2', 'RAP1A', 'GAB2', 'PIK3CA', 'RAC1', 'RAP1B', 'WASL', 'APC', 'PTPN2', 'PTPRJ', 'SOS1', 'PRKCZ', 'MET', 'RPTOR', 'SNAI1', 'BCAR1', 'AKT1S1', 'HGS', 'RIN2', 'CTNNA1', 'F2RL2', 'EIF4EBP1', 'RAF1', 'GAB1', 'ETS1', 'PXN', 'SH3KBP1', 'PARD6A']"
PID,PID_PTP1B_PATHWAY,"['LEPR', 'PDGFRB', 'TXN', 'SPRY2', 'ITGA2B', 'SRC', 'INS', 'DOK1', 'STAT3', 'RHOA', 'CAV1', 'CRK', 'CSN2', 'JAK2', 'CAPN1', 'STAT5B', 'FER', 'PTPN1', 'AKT1', 'LEP', 'TYK2', 'LYN', 'LAT', 'YBX1', 'CSF1R', 'STAT5A', 'PDGFB', 'ITGB3', 'TRPV6', 'PIK3R1', 'SOCS3', 'BCAR1', 'CDH2', 'YES1', 'INSR', 'BLK', 'CSF1', 'EGF', 'HCK', 'NOX4', 'PRL', 'PRLR', 'SHC1', 'CSK', 'GRB2', 'FCGR2A', 'IRS1', 'FGR', 'FYN', 'LCK', 'PIK3CA', 'EGFR']"
PID,PID_INTEGRIN3_PATHWAY,"['COL4A5', 'VEGFA', 'LAMB1', 'L1CAM', 'ITGA2B', 'CCN1', 'COL4A6', 'FGG', 'LAMA4', 'COL4A1', 'EDIL3', 'F11R', 'IBSP', 'PDGFB', 'FBN1', 'PDGFRB', 'FGB', 'FN1', 'COL4A3', 'SPHK1', 'TGFBR2', 'ITGB3', 'SPP1', 'COL1A1', 'COL1A2', 'LAMC1', 'TGFBI', 'TNC', 'PECAM1', 'PLAUR', 'VTN', 'PLAU', 'KDR', 'ITGAV', 'COL4A4', 'CD47', 'HMGB1', 'FGA', 'THY1', 'THBS1', 'SDC4', 'PVR', 'SDC1']"
PID,PID_IL12_2PATHWAY,"['MAP2K6', 'CD3G', 'IL12RB1', 'RAB7A', 'LCK', 'GZMB', 'IL4', 'IL18', 'STAT1', 'JAK2', 'ATF2', 'STAT3', 'NFKB1', 'CD4', 'TYK2', 'IL18RAP', 'NOS2', 'RIPK2', 'IL1B', 'SOCS1', 'EOMES', 'IL2RB', 'CCL4', 'IL12A', 'RELB', 'CD247', 'B2M', 'IL12B', 'HLA-DRA', 'CD3D', 'CCR5', 'IL12RB2', 'MTOR', 'GZMA', 'GADD45G', 'GADD45B', 'IL2RG', 'NFKB2', 'TBX21', 'PPP3CB', 'FOS', 'HLA-A', 'MAP2K3', 'STAT5A', 'CD8A', 'RELA', 'STAT4', 'IL1R1', 'CD3E', 'PPP3CA', 'CD8B', 'MAPK14', 'STAT6', 'IL2', 'IL2RA', 'FASLG', 'PPP3R1', 'SPHK2', 'IL18R1', 'CCL3', 'HLX', 'IFNG']"
PID,PID_S1P_S1P3_PATHWAY,"['PDGFB', 'GNAI2', 'GNA14', 'GNAO1', 'GNA15', 'GNA12', 'AKT1', 'SRC', 'VEGFA', 'ITGAV', 'MAPK1', 'PDGFRB', 'FLT1', 'AKT3', 'ITGB3', 'S1PR3', 'GNAQ', 'CXCR4', 'S1PR2', 'GNA11', 'JAK2', 'GNAI3', 'MAPK3', 'GNA13', 'S1PR1', 'GNAZ', 'GNAI1', 'RAC1', 'RHOA']"
PID,PID_LPA4_PATHWAY,"['LPAR4', 'PRKACA', 'ADCY1', 'RPS6KA5', 'ADCY3', 'PRKCE', 'ADCY8', 'ADCY4', 'CREB1', 'ADCY7', 'GNAL', 'ADCY2', 'ADCY6', 'ADCY9', 'ADCY5']"
PID,PID_AR_PATHWAY,"['AKT1', 'PAWR', 'HNRNPA1', 'PTK2B', 'NCOA4', 'CDK6', 'FHL2', 'CTDSP1', 'GSN', 'KLK3', 'KLK2', 'BRCA1', 'NRIP1', 'SVIL', 'VAV3', 'CTNNB1', 'CASP8', 'CTDSP2', 'RANBP9', 'CARM1', 'CDK11B', 'APPL1', 'HIP1', 'UBA3', 'TMPRSS2', 'NKX3-1', 'NCOA2', 'CDKN2A', 'RPS6KA3', 'PIAS4', 'KDM3A', 'PA2G4', 'KDM4C', 'MED1', 'FKBP4', 'CCND1', 'UBE3A', 'TMF1', 'PRDX1', 'PIAS1', 'XRCC6', 'CCND3', 'LATS2', 'UBE2I', 'TGIF1', 'ZNF318', 'XRCC5', 'PELP1', 'CMTM2', 'KDM1A', 'PRKDC', 'SRF', 'SNURF', 'TGFB1I1', 'ZMIZ1', 'PATZ1', 'AR', 'MAK', 'PIAS3', 'NCOA6', 'TCF4']"
PID,PID_NFAT_TFPATHWAY,"['CTLA4', 'PTGS2', 'PRKCQ', 'CASP3', 'EGR1', 'IFNG', 'FOSL1', 'CXCL8', 'EGR2', 'PPARG', 'NFATC2', 'NFATC3', 'EGR3', 'IL5', 'JUN', 'GBP3', 'IL4', 'POU2F1', 'TBX21', 'CDK4', 'FOS', 'CSF2', 'SLC3A2', 'IL2', 'NFATC1', 'IRF4', 'BATF3', 'FASLG', 'TNF', 'FOXP3', 'IL2RA', 'PTPRK', 'EGR4', 'DGKA', 'JUNB', 'E2F1', 'RNF128', 'IKZF1', 'IL3', 'PTPN1', 'MAF', 'GATA3', 'ITCH', 'CBLB', 'CD40LG']"
PID,PID_EPHB_FWD_PATHWAY,"['EPHB2', 'EPHB4', 'EFNA5', 'MAPK1', 'SRC', 'GRB2', 'MAP2K1', 'PXN', 'CRK', 'CDC42', 'HRAS', 'NCK1', 'KRAS', 'EFNB3', 'RRAS', 'PAK1', 'MAPK3', 'GRB7', 'PTK2', 'SYNJ1', 'EPHB3', 'EFNB1', 'DNM1', 'MAP4K4', 'PIK3CA', 'GRIA1', 'EPHB1', 'ROCK1', 'NRAS', 'ITSN1', 'RAP1A', 'RAC1', 'RAP1B', 'EFNB2', 'PIK3R1', 'SHC1', 'WASL', 'TF', 'KALRN', 'RASA1']"
PID,PID_AVB3_OPN_PATHWAY,"['VAV3', 'SYK', 'PLAU', 'MAPK8', 'ITGB3', 'MMP9', 'ROCK2', 'MAPK3', 'RELA', 'PTK2B', 'CHUK', 'MMP2', 'ITGAV', 'PIK3R1', 'SPP1', 'BCAR1', 'CD44', 'MAP3K1', 'NFKB1', 'FOS', 'CDC42', 'MAP3K14', 'MAPK1', 'JUN', 'NFKBIA', 'RHOA', 'RAC1', 'GSN', 'PIP5K1A', 'PIK3CA', 'ILK']"
PID,PID_S1P_S1P4_PATHWAY,"['GNA12', 'GNAZ', 'GNAI2', 'MAPK3', 'CDC42', 'PLCG1', 'GNA13', 'MAPK1', 'GNAI1', 'RHOA', 'S1PR4', 'GNAI3', 'S1PR5', 'GNAO1']"
PID,PID_FRA_PATHWAY,"['MMP9', 'MMP2', 'ATF4', 'BGLAP', 'JUNB', 'JUN', 'EP300', 'MGP', 'CDKN2A', 'IVL', 'GJA1', 'DCN', 'PLAUR', 'TXLNG', 'SP1', 'LAMA3', 'HMOX1', 'FOSL2', 'ITGB4', 'CCNA2', 'NFATC2', 'COL1A2', 'PLAU', 'FOSL1', 'NOS3', 'JUND', 'LIF', 'CCL2', 'DMTF1', 'CXCL8', 'CCND1', 'THBD', 'IL6', 'USF2', 'MMP1', 'NFATC1', 'NFATC3']"
PID,PID_MYC_ACTIV_PATHWAY,"['MYC', 'BAX', 'TK1', 'SMAD3', 'TAF9', 'RUVBL2', 'HMGA1', 'NCL', 'DDX18', 'KAT5', 'ENO1', 'PFKM', 'CDC25A', 'E2F3', 'PRDX3', 'ODC1', 'PTMA', 'SNAI1', 'KAT2A', 'SERPINI1', 'HSP90AA1', 'MMP9', 'MAX', 'LIN28B', 'NPM1', 'NME1', 'TERT', 'RPL11', 'PIM1', 'TAF10', 'HSPD1', 'RUVBL1', 'BMI1', 'SLC2A1', 'TAF12', 'BIRC5', 'BCAT1', 'KIR3DL1', 'SUPT7L', 'TAF4B', 'LDHA', 'TRRAP', 'IREB2', 'TP53', 'CAD', 'MTDH', 'FOSL1', 'GPAM', 'SMAD4', 'GAPDH', 'HSPA4', 'SUPT3H', 'CDK4', 'EP300', 'POLR3D', 'SHMT1', 'CREBBP', 'CCND2', 'PEG10', 'ID2', 'EIF4G1', 'NBN', 'MYCT1', 'PDCD10', 'RIOX2', 'NDUFAF2', 'PMAIP1', 'HUWE1', 'ACTL6A', 'RCC1', 'NME2', 'CCNB1', 'CDCA7', 'UBTF', 'TFRC', 'EIF4A1', 'EIF4E', 'MTA1', 'EIF2S1']"
PID,PID_RHOA_REG_PATHWAY,"['SRGAP1', 'ARHGAP9', 'OPHN1', 'ARHGEF5', 'ARHGDIA', 'FARP1', 'ARHGEF28', 'CDKN1B', 'NET1', 'MCF2', 'TRIO', 'ARHGEF12', 'PLEKHG6', 'ARHGAP6', 'ARHGEF10L', 'ARHGEF15', 'MYO9B', 'ARHGEF10', 'ABR', 'MCF2L', 'ARHGEF3', 'RHOA', 'ARHGDIG', 'ARHGEF1', 'VAV1', 'BCR', 'VAV2', 'DEF6', 'OBSCN', 'AKAP13', 'ARAP3', 'ARHGEF25', 'DLC1', 'ARHGEF17', 'ARHGAP35', 'ARAP1', 'ARHGEF2', 'ARHGAP4', 'ARHGEF11', 'NGEF', 'ARHGAP8', 'ARHGDIB', 'ARHGAP5', 'ECT2', 'ARHGEF18', 'VAV3']"
PID,PID_REELIN_PATHWAY,"['LRP8', 'ITGA3', 'CBL', 'MAPK8', 'MAP1B', 'MAP2K7', 'NCK2', 'MAPT', 'PIK3R1', 'CRKL', 'ARHGEF2', 'LRPAP1', 'GSK3B', 'VLDLR', 'RAPGEF1', 'DAB1', 'CDK5R1', 'AKT1', 'MAP3K11', 'ITGB1', 'RELN', 'RAP1A', 'PIK3CA', 'CDK5', 'FYN', 'GRIN2B', 'PAFAH1B1', 'GRIN2A']"
PID,PID_PS1_PATHWAY,"['TLE1', 'DKK1', 'PPP2R5D', 'APH1A', 'JUN', 'DLL1', 'KREMEN2', 'SSPOP', 'HNF1A', 'TLE5', 'FBXW11', 'DTX1', 'CSNK1A1', 'LRP6', 'MAP3K7', 'PSEN1', 'CTNNB1', 'NCSTN', 'WNT1', 'NOTCH1', 'DKK2', 'NKD1', 'NEDD4', 'FRAT1', 'MAPK3', 'MYC', 'FZD1', 'DVL1', 'AXIN1', 'FOS', 'TAB1', 'APH1B', 'PSENEN', 'CSNK2A1', 'WIF1', 'PPARD', 'ADAM10', 'RBPJ', 'GSK3B', 'CTBP1', 'MAPK1', 'CREBBP', 'CCND1', 'NLK', 'HDAC1', 'APC']"
PID,PID_NECTIN_PATHWAY,"['AFDN', 'PTPRM', 'RAC1', 'CTNNA1', 'ITGAV', 'CLDN1', 'TLN1', 'RAP1A', 'RAP1B', 'RAPGEF1', 'PDGFB', 'NECTIN1', 'F11R', 'PIP5K1C', 'VAV2', 'PVR', 'CDH1', 'PTK2', 'CTNNB1', 'PDGFRB', 'ITGB3', 'FARP2', 'NECTIN2', 'NECTIN3', 'PIK3R1', 'SRC', 'CDC42', 'PIK3CA', 'CRK', 'IQGAP1']"
PID,PID_P38_ALPHA_BETA_PATHWAY,"['LCK', 'PAK3', 'RAC1', 'HCK', 'PAK2', 'YES1', 'MAP2K3', 'FGR', 'DUSP10', 'RALB', 'LYN', 'CDC42', 'DUSP8', 'TAB1', 'SRC', 'DUSP16', 'CCM2', 'DUSP1', 'MAP2K6', 'MAPK14', 'PAK1', 'MAPK11', 'TRAF6', 'RALA', 'MAP3K3', 'BLK', 'FYN', 'MAP2K4', 'MAP3K12', 'RIPK1']"
PID,PID_WNT_SIGNALING_PATHWAY,"['DKK1', 'WNT3A', 'FZD9', 'WNT2', 'WNT7A', 'IGFBP4', 'WNT1', 'FZD8', 'FZD1', 'KREMEN2', 'LRP6', 'KREMEN1', 'FZD2', 'LRP5', 'FZD6', 'RSPO1', 'WNT7B', 'FZD4', 'CTHRC1', 'WNT5A', 'RYK', 'FZD5', 'ATP6AP2', 'WNT3', 'ROR2', 'WIF1', 'FZD10', 'FZD7']"
PID,PID_TRAIL_PATHWAY,"['CFLAR', 'PIK3R3', 'IKBKG', 'MAPK1', 'MAP2K4', 'PIK3CB', 'MAPK8', 'TNFRSF10A', 'TNFRSF10D', 'MAPK3', 'FADD', 'TNFRSF10C', 'TNFRSF10B', 'DAP3', 'TNFSF10', 'TRADD', 'CASP10', 'IKBKB', 'RIPK1', 'CASP8', 'SMPD1', 'CHUK', 'MAP3K1', 'PIK3R2', 'PIK3R1', 'TRAF2', 'PIK3CD', 'PIK3CA']"
PID,PID_CDC42_PATHWAY,"['ARHGDIA', 'PLD1', 'DIAPH3', 'MAPK8', 'F2RL2', 'APC', 'TNK2', 'MTOR', 'MAP2K3', 'PIK3CA', 'EPS8', 'PRKCE', 'PAK2', 'TIAM1', 'CDC42BPA', 'VAV2', 'CTNNA1', 'HES5', 'RPS6KB1', 'MAPK1', 'ENAH', 'MYL2', 'SRC', 'LIMK1', 'MAPK9', 'ACTR2', 'BCAR1', 'ARHGEF6', 'IQGAP3', 'ARHGEF7', 'MAPK3', 'ARPC5', 'PRKCZ', 'ATF2', 'PAK4', 'MAP2K4', 'ARPC1B', 'WASL', 'ARPC3', 'MAP2K6', 'PAK1', 'JUN', 'RAC1', 'GSK3B', 'MAP3K11', 'CDH1', 'YES1', 'BRAF', 'RASGRF1', 'MAP3K1', 'PARD6A', 'ARPC2', 'DLG1', 'ACTR3', 'CTNNB1', 'RAF1', 'PAX6', 'LIMK2', 'PIK3R1', 'ARPC4', 'MAP2K7', 'HRAS', 'CDC42', 'CFL1', 'MAPK14', 'BAIAP2', 'IQGAP1', 'SEPTIN2', 'CBL', 'EXOC7']"
PID,PID_RET_PATHWAY,"['PRKACA', 'PXN', 'GAB1', 'GRB2', 'DOK4', 'CREB1', 'SHC1', 'PIK3R1', 'NCK1', 'PDLIM7', 'PRKCA', 'RET', 'BCAR1', 'MAPK3', 'IRS1', 'PTK2', 'RHOA', 'DOK5', 'CRK', 'PTPN11', 'SOS1', 'FRS2', 'RAC1', 'MAPK8', 'DOK1', 'GRB7', 'SRC', 'MAPK1', 'RAP1A', 'PIK3CA', 'GFRA1', 'JUN', 'GRB10', 'DOK6', 'GDNF', 'IRS2', 'SHANK3', 'RASA1', 'HRAS']"
PID,PID_CDC42_REG_PATHWAY,"['DOCK10', 'MCF2L', 'FARP2', 'ARHGEF7', 'DOCK11', 'DOCK9', 'DNMBP', 'ARHGEF9', 'ARHGEF6', 'GIT1', 'VAV2', 'RACGAP1', 'FGD1', 'PLCG1', 'ARHGDIA', 'ARHGAP1', 'BCAR3', 'NME1', 'APC', 'NGEF', 'ITSN2', 'MCF2', 'ITSN1', 'VAV3', 'RALBP1', 'DOCK6', 'ARHGAP17', 'ARHGEF25', 'CDC42', 'SPATA13']"
PID,PID_ATM_PATHWAY,"['ATM', 'H2AX', 'CDC25A', 'ABL1', 'TERF2', 'TOP3A', 'CTBP1', 'MDC1', 'COP1', 'MDM2', 'CDC25C', 'UIMC1', 'BLM', 'RAD17', 'RNF8', 'BRCA1', 'KAT5', 'MRE11', 'SMC3', 'RAD50', 'UBE2N', 'RBBP8', 'FANCD2', 'BID', 'XRCC4', 'YWHAB', 'NBN', 'DCLRE1C', 'SMC1A', 'TP53BP1', 'ABRAXAS1', 'CHEK2', 'TRIM28', 'RAD9A']"
PID,PID_ARF6_PATHWAY,"['CYTH3', 'EGF', 'TSHR', 'ARAP2', 'ITGA2B', 'HGF', 'GNA11', 'EFNA1', 'KIF13B', 'SRC', 'ARF6', 'ARRB1', 'ARRB2', 'FBXO8', 'ACAP1', 'EPHA2', 'GNA15', 'GNAQ', 'GNA14', 'ADAP1', 'ADRB2', 'CYTH2', 'AGTR1', 'MET', 'USP6', 'GULP1', 'EGFR', 'NCK1', 'IQSEC1', 'GIT1', 'ACAP2', 'ITGB3', 'LHCGR', 'PXN', 'IPCEF1']"
PID,PID_LKB1_PATHWAY,"['MLST8', 'BRSK1', 'PRKAG1', 'YWHAQ', 'STRADA', 'MARK2', 'MARK4', 'STK26', 'CREB1', 'SIK1', 'MAPT', 'ESR1', 'YWHAE', 'CRTC2', 'SMAD4', 'HSP90AA1', 'TSC2', 'CAB39', 'SFN', 'CDC37', 'PRKACA', 'STRADB', 'CTSD', 'YWHAB', 'MTOR', 'PRKAB1', 'RPTOR', 'STK11IP', 'EZR', 'PRKAA1', 'SIK3', 'AKT1S1', 'YWHAG', 'TP53', 'PSEN2', 'MYC', 'PRKAA2', 'STK11', 'SIK2', 'GSK3B', 'YWHAZ', 'ETV4', 'SMARCD3', 'BRSK2', 'YWHAH', 'TSC1', 'MAP2']"
PID,PID_CD8_TCR_PATHWAY,"['ORAI1', 'KRAS', 'CSK', 'IKBKG', 'RAP1A', 'LCP2', 'FYN', 'CD80', 'MAP3K14', 'LAT', 'CBL', 'VAV1', 'PDPK1', 'CD86', 'HLA-A', 'ZAP70', 'PAG1', 'AKT1', 'MALT1', 'CD8A', 'TRAF6', 'CHUK', 'CD3G', 'PLCG1', 'CARD11', 'MAP3K8', 'CD8B', 'PTPN6', 'NRAS', 'IKBKB', 'CD247', 'LCK', 'SHC1', 'PRKCB', 'B2M', 'RASGRP2', 'RASSF5', 'CD3E', 'CD28', 'SOS1', 'PRF1', 'RASGRP1', 'GRAP2', 'BCL10', 'HRAS', 'PRKCE', 'PRKCQ', 'TRPV6', 'STIM1', 'PRKCA', 'CD3D', 'PTPRC', 'GRB2']"
PID,PID_WNT_CANONICAL_PATHWAY,"['LRP6', 'GSK3A', 'AXIN1', 'CUL3', 'WNT3A', 'DVL3', 'GSK3B', 'FZD5', 'PPP2R5A', 'CSNK1G1', 'DVL1', 'PI4K2A', 'CTNNB1', 'DVL2', 'APC', 'NKD2', 'PIP5K1B', 'RANBP3', 'KLHL12', 'CAV1']"
PID,PID_TCPTP_PATHWAY,"['HGF', 'CREBBP', 'KPNA2', 'PIK3R2', 'PIK3CA', 'PTPN1', 'GRB2', 'PDGFRB', 'PIK3CD', 'KDR', 'CSF1R', 'EIF2AK2', 'PTPN2', 'PIK3R1', 'PDGFB', 'CSF1', 'JAK3', 'EGF', 'PIAS1', 'ITGA1', 'RAB4A', 'INS', 'SHC1', 'STAT3', 'LMAN1', 'SRC', 'VEGFA', 'PIK3CB', 'GAB1', 'ITGB1', 'JAK1', 'STAT1', 'KPNB1', 'STAT5A', 'INSR', 'SOS1', 'MET', 'STAT6', 'STAT5B', 'EGFR', 'PIK3R3', 'ATR']"
PID,PID_ANGIOPOIETIN_RECEPTOR_PATHWAY,"['AGTR1', 'MAPK8', 'PTK2', 'ANGPT2', 'TNF', 'CDKN1A', 'SHC1', 'MAPK1', 'GRB2', 'NCK1', 'PLD2', 'ITGA5', 'ANGPT4', 'PXN', 'RASA1', 'MAPK3', 'PLG', 'MAPK14', 'PTPN11', 'FYN', 'RAC1', 'AKT1', 'ITGB1', 'NOS3', 'TEK', 'CRK', 'STAT5A', 'FN1', 'FGF2', 'DOK2', 'ELF1', 'PIK3R1', 'STAT5B', 'RELA', 'GRB7', 'GRB14', 'BMX', 'ANGPT1', 'ELF2', 'F2', 'ELK1', 'RPS6KB1', 'NFKB1', 'MMP2', 'FES', 'ETS1', 'PAK1', 'PIK3CA', 'FOXO1']"
PID,PID_FAS_PATHWAY,"['MAPK14', 'CLTC', 'MAPK10', 'MAPK9', 'PIK3CA', 'PIK3R2', 'PDPK1', 'BIRC2', 'CASP8', 'FADD', 'PIK3CB', 'BID', 'MAP3K1', 'CASP10', 'AKT1', 'RFC1', 'FAIM2', 'FASLG', 'CFLAR', 'SRC', 'BTK', 'RIPK1', 'EZR', 'MAPK11', 'PIK3R1', 'CHUK', 'CASP3', 'PIK3CD', 'IKBKG', 'MAPK8', 'SYK', 'PIK3R3', 'MAP2K7', 'SMPD1', 'BIRC3', 'FAS', 'IKBKB', 'MAP2K6']"
PID,PID_TXA2PATHWAY,"['PRKCA', 'GRK2', 'RAB11A', 'GNB1', 'GNA14', 'ARHGEF1', 'LYN', 'PRKCE', 'FGR', 'RHOA', 'RAC1', 'BLK', 'VCAM1', 'PRKCQ', 'PRKCD', 'GNAQ', 'EGFR', 'PRKCZ', 'PRKACA', 'PTGDR', 'TBXA2R', 'SELE', 'MAPK14', 'GNA12', 'AKT1', 'GNAI2', 'TGM2', 'NOS3', 'ROCK1', 'PIK3R5', 'SLC9A3R1', 'PLCB2', 'PIK3CG', 'SRC', 'SYK', 'YES1', 'PIK3R6', 'DNM1', 'ICAM1', 'LCK', 'ARR3', 'PRKCH', 'GNG2', 'FYN', 'PRKCB', 'HCK', 'MAPK11', 'GRK3', 'GNA11', 'PTGIR', 'GNB5', 'GNA15', 'GNA13', 'PRKCG', 'ARRB2', 'EGF']"
